step,epoch,train_loss
49,0,-4.421104907989502
99,1,-4.478650093078613
149,2,-4.564137935638428
199,3,-4.668034076690674
249,4,-4.716942310333252
299,5,-4.786736488342285
349,6,-4.832348823547363
399,7,-4.877107620239258
449,8,-4.927656650543213
499,9,-4.958130359649658
549,10,-5.004205226898193
599,11,-5.03486442565918
649,12,-5.060914516448975
699,13,-5.0915608406066895
749,14,-5.117186069488525
799,15,-5.124629974365234
849,16,-5.1485443115234375
899,17,-5.168808460235596
949,18,-5.173455238342285
999,19,-5.179765701293945
1049,20,-5.1949663162231445
1099,21,-5.224995136260986
1149,22,-5.231560230255127
1199,23,-5.233463287353516
1249,24,-5.260241508483887
1299,25,-5.264276027679443
1349,26,-5.269296646118164
1399,27,-5.285492420196533
1449,28,-5.302114486694336
1499,29,-5.302137851715088
1549,30,-5.314699172973633
1599,31,-5.325395107269287
1649,32,-5.327080726623535
1699,33,-5.3316216468811035
1749,34,-5.331081390380859
1799,35,-5.344120979309082
1849,36,-5.353902816772461
1899,37,-5.34571647644043
1949,38,-5.35385274887085
1999,39,-5.366725921630859
2049,40,-5.36209774017334
2099,41,-5.370808124542236
2149,42,-5.378704071044922
2199,43,-5.374768257141113
2249,44,-5.376399517059326
2299,45,-5.378596305847168
2349,46,-5.3854570388793945
2399,47,-5.386770725250244
2449,48,-5.3833699226379395
2499,49,-5.384596347808838
