step,train_loss,epoch
49,2.0636684894561768,0
99,1.4410192966461182,1
149,1.0380147695541382,2
199,0.8025758862495422,3
249,0.7037314772605896,4
299,0.45240455865859985,5
349,0.3106512427330017,6
399,0.0913626030087471,7
449,0.09154072403907776,8
499,0.31133440136909485,9
549,-0.020455120131373405,10
599,-0.17069591581821442,11
649,-0.08005887269973755,12
699,0.009216630831360817,13
749,0.038714345544576645,14
799,-0.14905904233455658,15
849,-0.18406368792057037,16
899,0.12628477811813354,17
949,0.031995054334402084,18
999,-0.27994483709335327,19
1049,-0.4314608871936798,20
1099,-0.4319128096103668,21
1149,-0.4218217730522156,22
1199,-0.43412888050079346,23
1249,-0.5580824017524719,24
1299,-0.44577622413635254,25
1349,-0.26013508439064026,26
1399,-0.4545497000217438,27
1449,-0.44132187962532043,28
1499,-0.6393875479698181,29
1549,-0.6175022721290588,30
1599,-0.6895872354507446,31
1649,-0.5154746770858765,32
1699,-0.6880925893783569,33
1749,-0.6477208733558655,34
1799,-0.48418253660202026,35
1849,-0.580646276473999,36
1899,-0.6506884694099426,37
1949,-0.7677775621414185,38
1999,-0.7604237198829651,39
2049,-0.797504186630249,40
2099,-0.7682386636734009,41
2149,-0.7019311785697937,42
2199,-0.8410484194755554,43
2249,-0.7950445413589478,44
2299,-0.7965530157089233,45
2349,-0.9058306217193604,46
2399,-0.7595569491386414,47
2449,-0.8903817534446716,48
2499,-0.8691667318344116,49
